rank_cnc,Name,Ticker,market_cap,price,volume24,pct1h,pct24h,pct7d,country,platform,pre_ico_end,pre_ico_start,rating,status,type,End,Start,Duration,pre_Duration,compound,negative,neutral,positive,no_of_posts,Longevity,custom_index,custom_index_scaled,success
181, CyberMiles,CMT,"16,150,161",0.020188,"8,676,951",-1.36,5.59,1.13,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.5,Trading,ICO,2017-12-05 16:00:00,2017-11-21 16:00:00,14 days 00:00:00.000000000,0 days 00:00:00.000000000,0.68825,0.07825,0.04,0.8815,4,711,14.353668,1.2817890828264536e-05,0
182, Bibox Token,BIX,"16,131,141",0.150495,"3,238,613",-1.01,-0.61,-2.02,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.5,Trading,ICO,2017-10-31 22:00:00,2017-10-01 22:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000,0.504947,0.08211,0.031089999999999996,0.88684,100,746,112.26926999999999,0.00010025708160651774,0
183, Dentacoin,DCN,"15,886,123",0.000029,"147,215",-1.73,-2.38,-26.04,Netherlands,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.7,Trading,ICO,2017-11-01 12:00:00,2017-10-01 12:00:00,31 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0,0.0,0.0,0.0,0,745,0.021605000000000003,1.9276865773203148e-08,0
185, Fusion,FSN,"15,607,024",0.441940,"3,023,433",-0.91,-39.47,19.41,Singapore,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.9,Trading,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.345775,0.0305,0.9159166670000001,0.0535,12,779,344.27126000000004,0.00030743618126159006,0
187, Eidoo,EDO,"15,574,676",0.299809,"204,312",-0.27,0.27,-0.37,Switzerland,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.5,Trading,ICO,2017-10-16 22:00:00,2017-10-04 12:00:00,12 days 10:00:00.000000000,0 days 00:00:00.000000000,0.0857,0.015,0.971,0.013999999999999999,1,761,228.15464899999998,0.0002037433856869561,0
188, Credits,CS,"15,503,435",0.083360,"6,963,461",-0.18,-3.6,-2.96,Singapore,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.4,Closed,ICO,2018-02-28 00:00:00,2018-02-15 00:00:00,13 days 00:00:00.000000000,0 days 00:00:00.000000000,0.860309,0.03067,0.86241,0.10686,100,626,52.18336000000001,4.660002144183682e-05,0
190, Gas,GAS,"15,226,936",1.50,"1,857,638",-0.19,-4.89,-1.67,China,NEO,2017-09-28 03:00:00,2017-09-28 03:00:00,3.5,Trading,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.4159075,0.0984125,0.0539625,0.8476125,80,779,1168.5,0.0010434771448026123,0
200, Celer Network,CELR,"13,865,373",0.004090,"3,597,611",-0.11,-2.3,-6.42,Singapore,,2017-09-28 03:00:00,2017-09-28 03:00:00,3.0,Upcoming,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.682602,0.09464,0.03562,0.86977,100,779,3.18611,2.845197870821369e-06,0
212, Dimension Chain,EON,"77,744,239",0.317604,"9,262,723",-0.71,1.03,-5.46,Estonia,,2017-09-28 03:00:00,2017-09-28 03:00:00,3.9,Closed,ICO,2017-05-31 12:00:00,2017-04-25 12:00:00,36 days 00:00:00.000000000,0 days 00:00:00.000000000,0.09434,0.032,0.9324,0.0356,5,899,285.525996,0.00025497632561759524,0
213, Bitbook Gambling,BXK,"73,853,427",0.200478,"896,373",-0.06,1.0,-1.37,,Ethereum,2019-02-15 00:00:00,2019-02-01 00:00:00,4.1,Closed,ICO,2019-03-31 00:00:00,2019-02-16 00:00:00,43 days 00:00:00.000000000,14 days 00:00:00.000000000,0.733514,0.12577,0.04674,0.8274600000000001,100,230,46.109939999999995,4.117642275879487e-05,0
218, Veritaseum,VERI,"44,768,330",20.83,"28,531",-0.13,6.82,7.1,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,1.5,Trading,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.0379,0.0735,0.877,0.0495,2,779,16226.57,0.014490419497077496,1
238, Bankera,BNK,"27,674,826",0.001125,"8,074",-0.2,-2.3,4.55,Lithuania,,2017-09-28 03:00:00,2017-09-28 03:00:00,3.5,Trading,ICO,2018-02-27 00:00:00,2017-11-27 00:00:00,92 days 00:00:00.000000000,0 days 00:00:00.000000000,0.3567,0.045666667,0.008333333,0.945666667,3,627,0.705375,6.298873737742284e-07,0
245, BHEX Token,BHT,"22,173,459",0.041728,"2,047,351",-1.03,-2.62,-6.2,United States of America,Ethereum,2018-02-10 23:59:59,2018-01-10 00:00:00,2.4,Closed,ICO,2018-03-10 23:59:59,2018-02-10 00:00:00,28 days 23:59:59.000000000,31 days 23:59:59.000000000,0.504947,0.08211,0.031089999999999996,0.88684,100,616,25.704448,2.2954202076210302e-05,0
248, BQT,BQTX,"21,465,139",0.054891,"535,430",2.23,-1.71,-11.21,United States of America,,2017-09-28 03:00:00,2017-09-28 03:00:00,2.6,Closed,ICO,2019-03-18 00:00:00,2018-09-18 00:00:00,181 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.177866667,0.006333333000000001,0.011333333000000001,0.9823333329999999,3,243,13.338512999999999,1.1911351626120858e-05,0
256, Santiment Net...,SAN,"17,784,847",0.283829,461,-0.06,-3.96,-2.53,Switzerland,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.7,Trading,ICO,2017-08-04 23:59:59,2017-07-04 15:00:00,31 days 08:59:59.000000000,0 days 00:00:00.000000000,0.748301,0.0383,0.86154,0.10013999999999999,100,834,236.713386,0.00021138638661916606,0
257, BTU Protocol,BTU,"16,448,556",0.234946,"7,199",-0.19,-4.55,-4.92,France,Ethereum,2018-05-09 01:00:00,2018-04-10 08:00:00,4.1,Closed,ICO,2018-06-30 00:00:00,2018-06-01 07:00:00,28 days 17:00:00.000000000,28 days 17:00:00.000000000,0.723549,0.09997,0.028310000000000002,0.87174,100,504,118.412784,0.00010574327463114798,0
259, Obyte,GBYTE,"14,753,555",20.32,"7,106",0.7,-1.79,-3.06,,,2017-09-28 03:00:00,2017-09-28 03:00:00,2.0,Trading,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.9477,0.17800000000000002,0.018000000000000002,0.804,1,779,15829.28,0.014135637262226997,1
262, Apollo Currency,APL,"14,432,947",0.000983,"485,357",0.16,-12.42,-24.65,Estonia,Ethereum,2018-07-22 00:00:00,2018-06-25 00:00:00,4.6,Closed,ICO,2018-08-19 00:00:00,2018-07-23 00:00:00,27 days 00:00:00.000000000,27 days 00:00:00.000000000,0.52823,0.09203,0.03798,0.8699600000000001,100,454,0.4462819999999999,3.9851584775011255e-07,0
272, IoT Chain,ITC,"13,192,342",0.158059,"5,143,422",2.66,25.13,19.05,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.9,Closed,ICO,2018-02-22 00:00:00,2017-11-24 00:00:00,90 days 00:00:00.000000000,0 days 00:00:00.000000000,0.343957,0.03457,0.01329,0.95214,100,632,99.893288,8.920525912815288e-05,0
281, BnkToTheFuture,BFT,"11,849,158",0.016232,"471,925",1.06,0.82,7.46,Australia,,2017-09-28 03:00:00,2017-09-28 03:00:00,3.1,Unknown,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.995,0.078,0.042,0.88,1,779,12.644728,1.1291797666026836e-05,0
283, Egretia,EGT,"11,757,184",0.002787,"4,068,279",-1.26,-4.83,-13.76,Singapore,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.7,Closed,ICO,2018-05-26 23:59:00,2018-05-26 00:00:00,0 days 23:59:00.000000000,0 days 00:00:00.000000000,0.9974,0.1355,0.0115,0.853,2,539,1.502193,1.3414503902335067e-06,0
284, Carry,CRE,"11,755,186",0.003972,"1,929,173",0.38,-4.76,-7.75,South Korea,Ethereum,2018-06-24 11:01:38,2018-06-24 11:00:00,4.1,Closed,ICO,2018-09-04 11:00:00,2018-08-26 11:00:00,9 days 00:00:00.000000000,0 days 00:01:38.000000000,-0.0689,0.016,0.016,0.968,3,438,1.739736,1.5535776434064853e-06,0
285, Wagerr,WGR,"11,585,804",0.061854,"20,097",0.03,2.98,-20.44,,Waves,2017-09-28 03:00:00,2017-09-28 03:00:00,3.1,Trading,ICO,2017-06-25 12:00:00,2017-06-01 12:00:00,24 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.8231,0.069,0.91,0.021,1,874,54.060396,4.8276225290347585e-05,0
286, Monolith,TKN,"11,505,575",0.364165,"16,200",-1.48,-4.04,7.82,United Kingdom,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.1,Trading,ICO,2017-05-03 00:00:00,2017-05-02 00:00:00,1 days 00:00:00.000000000,0 days 00:00:00.000000000,0.5035666670000001,0.009666667,0.972,0.018666666999999998,3,927,337.580955,0.00030146170075684165,0
287, SingularityNET,AGI,"11,491,775",0.021294,"239,258",-0.66,0.42,-2.6,Switzerland,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.1,Closed,ICO,2018-01-30 17:00:00,2017-12-21 17:00:00,40 days 00:00:00.000000000,0 days 00:00:00.000000000,0.96504,0.1178,0.0162,0.866,5,655,13.94757,1.2455242999201837e-05,0
291, IRISnet,IRIS,"11,349,577",0.025254,"55,374,379",0.29,-4.91,-19.05,Singapore,Ethereum,2018-06-30 01:00:00,2018-04-27 01:00:00,4.4,Closed,ICO,2018-07-31 01:00:00,2018-07-01 01:00:00,30 days 00:00:00.000000000,64 days 00:00:00.000000000,-0.198733333,0.039666667,0.042666667,0.917666667,3,473,11.945141999999999,1.0667063379862764e-05,0
292, PlayChip,PLA,"11,291,589",0.000806,414,0.04,-6.38,-3.64,Australia,Ethereum,2018-10-31 00:00:00,2018-06-01 00:00:00,5.0,Closed,ICO,2018-11-28 00:00:00,2018-11-21 00:00:00,7 days 00:00:00.000000000,152 days 00:00:00.000000000,-0.016261111,0.027611111,0.9066111109999999,0.065666667,18,353,0.284518,2.540596735741794e-07,0
296, B2BX,B2B,"10,904,863",0.555526,"39,836",-3.47,3.0,-4.54,Russia,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.5,Trading,ICO,2017-09-29 12:00:00,2017-09-13 12:00:00,16 days 00:00:00.000000000,0 days 00:00:00.000000000,0.33925517200000005,0.076896552,0.025931034,0.897103448,29,778,432.199228,0.0003859563579408504,0
300, ZrCoin,ZRC,"10,534,581",2.30,"35,365",-0.47,-5.94,-14.44,Russia,Waves,2017-09-28 03:00:00,2017-09-28 03:00:00,2.6,Trading,ICO,2017-06-09 12:00:00,2017-05-11 12:00:00,29 days 00:00:00.000000000,0 days 00:00:00.000000000,0.26135,0.0225,0.919,0.0585,2,890,2046.9999999999998,0.0018279826529104565,0
302, MediBloc,MED,"10,295,515",0.004336,"10,936",0.0,-0.2,-0.54,Gibraltar,,2017-09-28 03:00:00,2017-09-28 03:00:00,4.3,Trading,ICO,2017-12-15 23:00:00,2017-11-20 13:00:00,25 days 10:00:00.000000000,0 days 00:00:00.000000000,0.306875,0.050125,0.866625,0.0835,8,701,3.0395359999999996,2.71430645323981e-06,0
308, TenX,PAY,"10,001,845",0.074089,"921,798",-0.89,4.07,-2.74,Singapore,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.1,Trading,ICO,2017-06-27 14:00:00,2017-06-27 13:00:00,0 days 01:00:00.000000000,0 days 00:00:00.000000000,0.625296,0.050289999999999994,0.84267,0.10697000000000001,100,872,64.605608,5.769315972195253e-05,0
309, Davinci Coin,DAC,"9,974,009",0.002769,"34,542",0.33,-2.01,-2.88,Switzerland,Blockchain,2017-09-28 03:00:00,2017-09-28 03:00:00,4.1,Closed,ICO,2017-12-22 23:00:00,2017-11-27 09:00:00,25 days 14:00:00.000000000,0 days 00:00:00.000000000,0.36963333299999995,0.019777778,0.931333333,0.048777778,9,694,1.9216860000000002,1.7160600306577347e-06,0
312, FirstBlood,1ST,"9,841,794",0.115030,893,0.03,0.9,-6.84,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.5,Trading,ICO,2016-09-26 00:00:00,2016-09-25 00:00:00,1 days 00:00:00.000000000,0 days 00:00:00.000000000,0.260376,0.028189999999999996,0.92276,0.04911,100,1146,131.82438,0.00011771990631528813,0
314, Storm,STORM,"9,834,496",0.001522,"2,100,808",2.47,-1.65,4.07,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.7,Trading,ICO,2017-11-27 12:00:00,2017-11-07 12:00:00,20 days 00:00:00.000000000,0 days 00:00:00.000000000,0.56754058,0.037173912999999996,0.855869565,0.106985507,69,719,1.094318,9.772156900405791e-07,0
319, Force Protocol,FOR,"9,589,247",0.038452,"56,060,698",-1.56,8.01,-20.22,,,2017-09-28 03:00:00,2017-09-28 03:00:00,2.2,Trading,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.5006970000000001,0.09031,0.051620000000000006,0.8580200000000001,100,779,29.954108,2.6749172682454562e-05,0
320, Contentos,COS,"9,574,477",0.014420,"8,289,403",-0.12,-2.38,-6.35,Singapore,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.1,Upcoming,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.445945455,0.060545455,0.036090909,0.903454545,11,779,11.23318,1.0031277255146231e-05,0
321, Quantum Resis...,QRL,"9,416,983",0.135306,"307,048",-0.3,-1.67,-4.24,,Blockchain,2017-09-28 03:00:00,2017-09-28 03:00:00,2.2,Trading,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.325,0.0355,0.8795,0.085,2,779,105.40337400000001,9.41257973377692e-05,0
323, CasinoCoin,CSC,"9,331,516",0.000237,"25,410",6.99,-2.08,-5.73,Romania,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,2.8,Unknown,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.08543333300000001,0.013999999999999999,0.007333333,0.978666667,3,779,0.184623,1.6485286909787537e-07,0
329, Aencoin,AEN,"8,830,955",0.033042,"124,261",1.22,1.11,4.21,Hong Kong,Ethereum,2018-08-31 00:00:00,2018-07-27 00:00:00,5.0,Closed,ICO,2018-09-30 23:59:00,2018-09-01 00:00:00,29 days 23:59:00.000000000,35 days 00:00:00.000000000,-0.7964,0.005,0.027000000000000003,0.968,1,412,13.613304000000001,1.2156741555635332e-05,0
332, Blox,CDT,"8,716,078",0.012921,"427,528",1.0,-0.02,-8.71,Israel,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.1,Trading,ICO,2017-08-17 18:00:00,2017-07-17 18:00:00,31 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0,0.0,0.0,0.0,0,821,10.608141000000002,9.473113864955885e-06,0
333, Blackmoon,BMC,"8,706,877",0.161238,106,-0.17,-3.76,-1.37,Cyprus,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.1,Trading,ICO,2017-09-20 03:00:00,2017-09-12 03:00:00,8 days 00:00:00.000000000,0 days 00:00:00.000000000,0.00495,0.07400000000000001,0.071,0.8555,2,787,126.89430599999999,0.00011331732212817454,0
338, Utrust,UTK,"8,519,984",0.018933,"26,917,825",-0.13,-2.85,-3.83,Switzerland,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.3,Trading,ICO,2017-11-20 17:00:00,2017-11-02 17:00:00,18 days 00:00:00.000000000,0 days 00:00:00.000000000,0.6707,0.011388889,0.9065555559999999,0.082111111,18,726,13.745357999999998,1.2274666530442013e-05,0
341, Achain,ACT,"8,417,681",0.008805,"512,082",0.62,-1.0,-3.15,Switzerland,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.1,Closed,ICO,2018-01-18 06:00:00,2017-11-18 06:00:00,61 days 00:00:00.000000000,0 days 00:00:00.000000000,0.478156,0.10751,0.058089999999999996,0.8344299999999999,100,667,5.872935,5.244547912735836e-06,0
344, adToken,ADT,"8,310,768",0.010467,"471,687",-3.94,257.75,250.4,,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,2.2,Trading,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.7862,0.0,0.997,0.003,1,779,8.153793,7.281367109334403e-06,0
347, Streamr DATAcoin,DATA,"7,992,724",0.011803,"157,903",-0.57,-2.18,-6.89,Switzerland,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.3,Trading,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.7531,0.024,0.012,0.9640000000000001,1,779,9.194537,8.21075743435454e-06,0
348, Gifto,GTO,"7,926,850",0.013119,"1,257,517",-0.32,-7.16,-9.1,,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Trading,ICO,2018-01-13 00:00:00,2017-12-14 00:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000,0.2263,0.006,0.0,0.9940000000000001,1,672,8.815968000000002,7.872693159227758e-06,0
350, Bitrue Coin,BTR,"7,898,751",0.056379,"383,968",0.74,-3.02,-9.54,Ukraine,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.8,Closed,ICO,2018-02-15 00:00:00,2018-01-15 00:00:00,31 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.1645,0.013000000000000001,0.016,0.9715,2,639,36.026181,3.2171568486817585e-05,0
357, Everex,EVX,"7,617,029",0.335552,"2,179,744",-0.59,-1.72,-5.49,Singapore,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.1,Trading,ICO,2017-08-30 03:00:00,2017-07-24 03:00:00,37 days 00:00:00.000000000,0 days 00:00:00.000000000,0.6486,0.017,0.005,0.978,1,808,271.126016,0.00024211706138692611,0
359, Origo,OGO,"7,547,077",0.019287,"23,506,334",0.79,1.16,-8.86,Czech Republic,Ethereum,2018-08-31 00:00:00,2018-08-21 00:00:00,4.6,Closed,ICO,2018-11-14 00:00:00,2018-09-26 00:00:00,49 days 00:00:00.000000000,10 days 00:00:00.000000000,0.8171666670000001,0.053166667,0.8305,0.11599999999999999,6,367,7.078329,6.320971626384267e-06,0
369, Perlin,PERL,"7,080,137",0.027023,"685,413",-0.17,-2.91,-11.06,Singapore,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.3,Upcoming,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.65011875,0.027875,0.8610625,0.1111875,16,779,21.050917000000002,1.8798572364598915e-05,0
373, Aergo,AERGO,"7,006,031",0.067408,"18,102,033",-4.69,42.32,36.13,Hong Kong,Own Blockchain,2017-09-28 03:00:00,2017-09-28 03:00:00,3.1,Unknown,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.8481,0.17300000000000001,0.0,0.8270000000000001,1,779,52.510832,4.689245580467243e-05,0
379, GoChain,GO,"6,842,859",0.008090,"1,156,703",-0.27,-2.38,-4.34,Cyprus,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.4,Closed,ICO,2018-05-29 23:59:59,2018-03-06 00:00:00,84 days 23:59:59.000000000,0 days 00:00:00.000000000,0.591584,0.10657,0.045689999999999995,0.84775,100,536,4.33624,3.872270517423617e-06,0
383, AdEx,ADX,"6,740,846",0.081981,"390,180",-0.23,0.49,-4.11,Russia,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.7,Trading,ICO,2017-06-30 11:00:00,2017-06-30 03:00:00,0 days 08:00:00.000000000,0 days 00:00:00.000000000,0.8224,0.162,0.0,0.838,3,869,71.241489,6.361903928444335e-05,0
385, Dusk Network,DUSK,"6,658,396",0.052351,"414,784",-1.0,-4.17,-7.66,Netherlands,Own Blockchain,2018-09-30 00:00:00,2018-08-01 00:00:00,4.8,Closed,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,60 days 00:00:00.000000000,0.684141,0.09542,0.0355,0.8691200000000001,100,779,40.781429,3.6418032059292046e-05,0
387, Incent,INCNT,"6,636,038",0.144210,"12,590",-0.46,-1.44,-5.4,Australia,Waves,2017-09-28 03:00:00,2017-09-28 03:00:00,3.1,Trading,ICO,2017-01-04 15:00:00,2016-10-01 04:00:00,95 days 11:00:00.000000000,0 days 00:00:00.000000000,-0.46455,0.027000000000000003,0.9665,0.0065,2,1046,150.84366,0.0001347042317794263,0
389, CyberVein,CVT,"6,581,173",0.006206,"458,152",7.55,10.07,14.17,United Kingdom,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.3,Closed,ICO,2018-02-20 00:00:00,2018-01-30 00:00:00,21 days 00:00:00.000000000,0 days 00:00:00.000000000,0.36381666700000004,0.014833333,0.008,0.977166667,6,634,3.9346039999999998,3.513607279797661e-06,0
390, TaaS,TAAS,"6,573,973",0.807018,431,-3.93,-4.25,-5.08,Singapore,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.5,Trading,ICO,2017-04-27 13:00:00,2017-03-27 12:00:00,31 days 01:00:00.000000000,0 days 00:00:00.000000000,-0.0772,0.008,0.986,0.006999999999999999,1,933,752.947794,0.0006723866558858618,0
393, Bluzelle,BLZ,"6,505,651",0.030812,"581,572",-0.61,1.43,21.8,Singapore,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.7,Trading,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.5719,0.004,0.016,0.98,1,779,24.002548,2.1434395674105874e-05,0
395, Contents Prot...,CPT,"6,484,777",0.002131,"278,303",0.64,1.48,2.65,Singapore,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.3,Trading,ICO,2018-03-12 00:00:00,2017-11-27 00:00:00,105 days 00:00:00.000000000,0 days 00:00:00.000000000,0.1419,0.005,0.951333333,0.043666667,3,614,1.308434,1.168422498662115e-06,0
398, Dropil,DROP,"6,295,344",0.000277,"196,614",-0.17,-1.41,40.65,,,2017-09-28 03:00:00,2017-09-28 03:00:00,2.6,Unknown,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.507205,0.08938,0.05869,0.85185,100,779,0.21578300000000003,1.9267892673320884e-07,0
404, CommerceBlock,CBT,"6,059,290",0.034790,"2,303",-0.14,8.11,9.65,United Kingdom,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.8,Closed,ICO,2017-12-06 00:00:00,2017-11-28 18:00:00,7 days 06:00:00.000000000,0 days 00:00:00.000000000,0.126975,0.00925,0.0075,0.98325,4,710,24.7009,2.205802799123522e-05,0
405, Insolar,INS,"6,056,084",0.186341,"12,761,158",0.13,0.31,-4.71,Russia,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Trading,ICO,2017-12-25 11:00:00,2017-12-04 11:00:00,21 days 00:00:00.000000000,0 days 00:00:00.000000000,0.863118,0.02882,0.8565799999999999,0.11456,100,691,128.76163100000002,0.0001149848539983254,0
407, Kin,KIN,"6,033,256",0.000005,"486,776",0.12,2.71,-10.73,Canada,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.3,Trading,ICO,2017-09-26 03:00:00,2017-09-12 03:00:00,14 days 00:00:00.000000000,0 days 00:00:00.000000000,0.544416667,0.051277777999999996,0.858166667,0.09066666699999999,18,781,0.0039050000000000005,3.470664869948914e-09,0
410, Darico Ecosys...,DEC,"5,910,496",0.098752,"1,283",-0.13,0.82,9.42,Switzerland,Ethereum,2018-09-01 11:59:00,2018-09-01 00:00:00,1.7,Closed,ICO,2018-09-02 23:59:00,2018-09-02 00:00:00,0 days 23:59:00.000000000,0 days 11:59:00.000000000,0.250957333,0.0496,0.8756799999999999,0.074693333,75,440,43.450880000000005,3.88018670201617e-05,0
412, NaPoleonX,NPX,"5,907,635",0.242911,"52,234",-0.92,-1.98,-9.71,,,2017-09-28 03:00:00,2017-09-28 03:00:00,0.7,Closed,ICO,2018-01-04 12:00:00,2017-12-04 12:00:00,31 days 00:00:00.000000000,0 days 00:00:00.000000000,0.188725,0.046,0.88,0.07400000000000001,4,681,165.422391,0.00014772312167210994,0
413, BlackCoin,BLK,"5,899,637",0.095046,"27,916",-0.32,-0.49,26.61,Cayman Islands,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,5.0,Closed,ICO,2018-05-10 00:00:00,2018-04-10 00:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000,0.029955000000000002,0.0252,0.01895,0.95585,20,555,52.750530000000005,4.710650748513053e-05,0
414, Litex,LXT,"5,885,589",0.005886,"1,127,596",-1.04,4.62,3.24,Estonia,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Closed,ICO,2018-09-30 12:00:00,2018-06-19 09:00:00,103 days 03:00:00.000000000,0 days 00:00:00.000000000,0.37655,0.01,0.97775,0.0125,4,412,2.4250320000000003,2.1655508781068536e-06,0
415, Eligma Token,ELI,"5,880,110",0.029563,"152,303",-0.31,-1.27,-5.53,Slovenia,Ethereum,2018-04-10 11:00:00,2018-03-20 12:00:00,5.0,Closed,ICO,2018-05-08 11:00:00,2018-04-17 11:00:00,21 days 00:00:00.000000000,20 days 23:00:00.000000000,-0.22319,0.073,0.8571,0.0703,10,557,16.466590999999998,1.4704743112507845e-05,0
416, Nucleus Vision,NCASH,"5,847,632",0.000966,"291,618",-0.64,-2.5,-10.21,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.1,Trading,ICO,2018-01-28 00:00:00,2018-01-01 00:00:00,27 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0,0.0,0.0,0.0,0,657,0.6346620000000001,5.667402616571767e-07,0
419, SingularDTV,SNGLS,"5,789,081",0.009648,"39,477",-0.2,-3.49,1.34,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.5,Trading,ICO,2016-10-03 00:00:00,2016-10-02 00:00:00,1 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0,0.0,0.0,0.0,0,1139,10.989072,9.813287419547835e-06,0
