country,platform,pre_ico_end,pre_ico_start,rating,status,Name,type,End,Start,Duration,pre_Duration
Luxembourg,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.5,Trading,Flyp.me,ICO,2017-10-21 18:00:00,2017-09-28 15:00:00,23 days 03:00:00.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.4,Trading,Katalyse,ICO,2017-07-31 13:00:00,2017-06-13 03:22:41,48 days 09:37:19.000000000,0 days 00:00:00.000000000
Canada,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.3,Trading,Etherparty,ICO,2017-10-29 03:00:00,2017-10-01 03:00:00,28 days 00:00:00.000000000,0 days 00:00:00.000000000
Belgium,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.1,Trading,FundRequest,ICO,2017-12-01 12:00:00,2017-11-20 12:00:00,11 days 00:00:00.000000000,0 days 00:00:00.000000000
Russia,Ethereum,2017-09-04 00:00:00,2017-08-14 00:00:00,4.1,Upcoming,Fluence,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,21 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.3,Trading,investFeed,ICO,2017-08-07 09:00:00,2017-07-23 09:00:00,15 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.5,Closed,Foodcoin,ICO,2017-12-26 23:00:00,2017-12-12 00:00:00,14 days 23:00:00.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.1,Trading,Everex,ICO,2017-08-30 03:00:00,2017-07-24 03:00:00,37 days 00:00:00.000000000,0 days 00:00:00.000000000
Russia,Waves,2017-12-15 12:00:00,2017-12-15 12:00:00,3.3,Trading,EncryptoTel,ICO,2017-05-31 12:00:00,2017-04-24 12:00:00,37 days 00:00:00.000000000,0 days 00:00:00.000000000
United Kingdom,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,3.7,Trading,Electroneum,ICO,2017-10-23 12:00:00,2017-09-14 12:00:00,39 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,2.2,Trading,LibraryCredits,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,2.6,Trading,Latium,ICO,2017-12-28 00:00:00,2017-11-28 00:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000
Russia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.7,Trading,Karma,ICO,2017-11-21 12:00:00,2017-10-21 12:00:00,31 days 00:00:00.000000000,0 days 00:00:00.000000000
Costa Rica,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,2.6,Closed,KNOWS,ICO,2017-08-17 23:59:59,2017-07-17 00:00:00,31 days 23:59:59.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.7,Trading,KyberNetwork,ICO,2017-09-18 12:00:00,2017-09-15 12:00:00,3 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,2.4,Trading,Komodo,ICO,2016-11-16 00:00:00,2016-10-15 00:00:00,32 days 00:00:00.000000000,0 days 00:00:00.000000000
Canada,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.3,Trading,Kin,ICO,2017-09-26 03:00:00,2017-09-12 03:00:00,14 days 00:00:00.000000000,0 days 00:00:00.000000000
United Kingdom,Bitshares,2017-12-15 12:00:00,2017-12-15 12:00:00,3.5,Closed,KexCoin,ICO,2017-10-14 12:00:00,2017-09-15 12:00:00,29 days 00:00:00.000000000,0 days 00:00:00.000000000
Switzerland,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.3,Closed,Kencoin,ICO,2017-09-03 03:00:00,2017-08-22 17:00:00,11 days 10:00:00.000000000,0 days 00:00:00.000000000
Russia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.6,Trading,KICKICO,ICO,2017-09-16 21:00:00,2017-08-29 16:00:00,18 days 05:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,2.0,Unknown,Kibo,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Saint Lucia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,2.8,Unknown,Justmake,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Lithuania,Waves,2017-12-15 12:00:00,2017-12-15 12:00:00,3.3,Closed,Just Dating Site,ICO,2017-09-30 18:56:32,2017-08-15 18:56:26,46 days 00:00:06.000000000,0 days 00:00:00.000000000
Russia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.3,Closed,Jincor,ICO,2018-01-31 00:00:00,2017-12-01 00:00:00,61 days 00:00:00.000000000,0 days 00:00:00.000000000
Czech Republic,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.7,Trading,Intelligent Trading Foundation,ICO,2017-09-10 08:00:00,2017-08-18 12:00:00,22 days 20:00:00.000000000,0 days 00:00:00.000000000
Spain,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.3,Trading,Internxt,ICO,2017-09-27 12:00:00,2017-09-07 12:00:00,20 days 00:00:00.000000000,0 days 00:00:00.000000000
Russia,Waves,2017-12-15 12:00:00,2017-12-15 12:00:00,3.9,Closed,Intellium,ICO,2017-10-03 12:00:00,2017-08-20 12:00:00,44 days 00:00:00.000000000,0 days 00:00:00.000000000
India,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.9,Trading,INDICOIN,ICO,2017-11-01 18:00:00,2017-10-01 12:00:00,31 days 06:00:00.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.9,Trading,Indorse,ICO,2017-09-07 00:00:00,2017-08-08 23:00:00,29 days 01:00:00.000000000,0 days 00:00:00.000000000
Russia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.4,Closed,IMMLA,ICO,2017-10-15 03:00:00,2017-09-15 03:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000
South Korea,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,4.3,Trading,ICON,ICO,2017-10-21 01:00:00,2017-10-20 12:00:00,0 days 13:00:00.000000000,0 days 00:00:00.000000000
Slovenia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.9,Trading,Iconomi,ICO,2016-09-29 00:00:00,2016-08-25 00:00:00,35 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,3.5,Closed,Internet of Coins,ICO,2017-06-21 17:07:34,2017-03-21 12:00:00,92 days 05:07:34.000000000,0 days 00:00:00.000000000
Slovenia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.6,Trading,Hive Project,ICO,2017-08-15 00:00:00,2017-07-03 23:00:00,42 days 01:00:00.000000000,0 days 00:00:00.000000000
Lithuania,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.6,Trading,Monetha,ICO,2017-08-31 15:18:00,2017-08-31 15:00:00,0 days 00:18:00.000000000,0 days 00:00:00.000000000
Ukraine,Waves,2017-12-15 12:00:00,2017-12-15 12:00:00,3.3,Closed,MoneyTech,ICO,2017-08-02 23:59:59,2017-06-28 00:00:00,35 days 23:59:59.000000000,0 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.0,Closed,Macroverse,ICO,2017-09-29 21:00:00,2017-07-01 09:00:00,90 days 12:00:00.000000000,0 days 00:00:00.000000000
Singapore,Waves,2017-12-15 12:00:00,2017-12-15 12:00:00,3.1,Closed,Monkey Capital,ICO,2017-09-09 15:00:00,2017-08-08 15:00:00,32 days 00:00:00.000000000,0 days 00:00:00.000000000
Russia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.4,Trading,GOLDMINT,ICO,2017-11-10 13:00:00,2017-09-20 12:00:00,51 days 01:00:00.000000000,0 days 00:00:00.000000000
Switzerland,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.3,Trading,Melon,ICO,2017-02-16 00:00:00,2017-02-15 00:00:00,1 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,1.3,Unknown,Intellisys,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,5.0,Trading,SyncFab,ICO,2018-03-15 00:00:00,2018-01-01 00:00:00,73 days 00:00:00.000000000,0 days 00:00:00.000000000
Russia,Waves,2017-12-15 12:00:00,2017-12-15 12:00:00,3.1,Closed,The Memessenger,ICO,2018-04-25 12:00:00,2017-07-25 12:00:00,274 days 00:00:00.000000000,0 days 00:00:00.000000000
United Kingdom,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.5,Closed,MediBond,ICO,2017-09-05 12:00:00,2017-08-08 00:00:00,28 days 12:00:00.000000000,0 days 00:00:00.000000000
Gibraltar,Ethereum,2018-04-19 00:00:00,2018-01-19 00:00:00,5.0,Closed,Modex,ICO,2018-09-25 00:00:00,2018-09-15 00:00:00,10 days 00:00:00.000000000,90 days 00:00:00.000000000
Switzerland,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.7,Trading,Monaco,ICO,2017-06-18 12:30:00,2017-05-18 12:30:00,31 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,2.0,Trading,Musicoins,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,Omni,2017-12-15 12:00:00,2017-12-15 12:00:00,2.8,Trading,MaidSafe,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.7,Trading,Lunyr,ICO,2017-04-27 15:00:00,2017-03-29 19:00:00,28 days 20:00:00.000000000,0 days 00:00:00.000000000
Germany,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,3.1,Trading,Lisk,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,Ethereum,2018-07-25 09:00:00,2018-07-05 09:00:00,4.1,Closed,LookRev,ICO,2018-08-31 09:00:00,2018-08-06 09:00:00,25 days 00:00:00.000000000,20 days 00:00:00.000000000
Austria,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,5.0,Trading,Blocklancer,ICO,2018-03-01 11:32:00,2018-01-16 12:00:00,43 days 23:32:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,3.3,Trading,Lykke,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Latvia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.3,Trading,Live Stars,ICO,2018-02-15 00:00:00,2018-01-15 12:00:00,30 days 12:00:00.000000000,0 days 00:00:00.000000000
Switzerland,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.4,Closed,Winding Tree,ICO,2018-02-15 12:00:00,2018-02-01 12:00:00,14 days 00:00:00.000000000,0 days 00:00:00.000000000
Australia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.1,Trading,ChronoBank,ICO,2017-02-15 12:00:00,2016-12-15 12:00:00,62 days 00:00:00.000000000,0 days 00:00:00.000000000
Estonia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.3,Trading,EthLend,ICO,2017-12-09 12:00:00,2017-11-25 12:00:00,14 days 00:00:00.000000000,0 days 00:00:00.000000000
Cayman Islands,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,2.2,Unknown,Leap,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Luxembourg,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.3,Unknown,Minerva,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,Blockchain,2017-12-15 12:00:00,2017-12-15 12:00:00,2.2,Trading,Octanox,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Switzerland,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.7,Closed,Orocrypt,ICO,2017-07-14 03:00:00,2017-06-14 03:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000
United Arab Emirates,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.3,Trading,Opus,ICO,2017-08-25 02:00:00,2017-07-15 02:00:00,41 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,Ethereum,2018-03-10 00:00:00,2018-02-05 00:00:00,5.0,Closed,Opporty,ICO,2018-09-15 00:00:00,2018-08-11 00:00:00,35 days 00:00:00.000000000,33 days 00:00:00.000000000
United States of America,Ethereum,2018-02-10 00:00:00,2018-02-01 00:00:00,3.7,Closed,OnPlace,ICO,2018-03-15 23:59:00,2018-02-10 00:00:00,33 days 23:59:00.000000000,9 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.6,Trading,OPEN,ICO,2018-03-15 12:00:00,2018-02-22 12:00:00,21 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,Bitcoin,2017-12-15 12:00:00,2017-12-15 12:00:00,2.2,Trading,Omni,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
United Arab Emirates,Blockchain,2017-12-15 12:00:00,2017-12-15 12:00:00,4.1,Closed,OneGram,ICO,2017-06-20 12:00:00,2017-05-27 12:00:00,24 days 00:00:00.000000000,0 days 00:00:00.000000000
Russia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.5,Closed,ODMCoin,ICO,2017-12-31 00:00:00,2017-12-01 00:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000
China,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.3,Closed,openANX,ICO,2017-07-04 03:00:00,2017-06-22 08:00:00,11 days 19:00:00.000000000,0 days 00:00:00.000000000
Canada,Counterparty,2017-12-15 12:00:00,2017-12-15 12:00:00,3.9,Trading,NVO,ICO,2017-06-23 00:00:00,2017-05-23 00:00:00,31 days 00:00:00.000000000,0 days 00:00:00.000000000
Estonia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.6,Closed,Acebusters,ICO,2017-12-21 00:00:00,2017-09-21 13:00:00,90 days 11:00:00.000000000,0 days 00:00:00.000000000
Japan,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.1,Trading,Fujinto,ICO,2017-09-10 19:55:59,2017-08-10 19:10:17,31 days 00:45:42.000000000,0 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.7,Closed,doc.ai,ICO,2017-10-12 12:00:00,2017-09-28 12:00:00,14 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,Bitcoin,2017-12-15 12:00:00,2017-12-15 12:00:00,3.1,Unknown,NameCoin,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Russia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.3,Trading,Nimfamoney,ICO,2017-09-30 12:00:00,2017-08-29 12:00:00,32 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,2.2,Unknown,Neucoin,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,Own Blockchain,2017-12-15 12:00:00,2017-12-15 12:00:00,3.3,Trading,Neblio,ICO,2017-08-20 00:00:00,2017-08-06 00:00:00,14 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,2.6,Closed,NEVERDIE,ICO,2017-08-01 03:00:00,2017-06-30 03:00:00,32 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,2.2,Closed,Native Currency,ICO,2017-09-30 00:00:00,2017-09-04 00:00:00,26 days 00:00:00.000000000,0 days 00:00:00.000000000
Seychelles,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.1,Closed,Nametoken,ICO,2017-09-30 23:59:59,2017-08-01 00:00:00,60 days 23:59:59.000000000,0 days 00:00:00.000000000
Switzerland,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.1,Trading,MyBit,ICO,2017-08-15 13:49:05,2017-07-17 23:40:00,28 days 14:09:05.000000000,0 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.3,Trading,Matryx,ICO,2017-11-15 18:00:00,2017-09-13 18:00:00,63 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,2.4,Unknown,PassLfix,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Ukraine,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,2.2,Closed,PrymeX,ICO,2017-10-05 09:00:00,2017-09-28 09:00:00,7 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.5,Trading,Propy,ICO,2017-09-15 16:00:00,2017-08-15 03:00:00,31 days 13:00:00.000000000,0 days 00:00:00.000000000
Gibraltar,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.8,Trading,Privatix,ICO,2017-11-16 14:00:00,2017-10-19 14:00:00,28 days 00:00:00.000000000,0 days 00:00:00.000000000
Latvia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,2.6,Closed,PAquarium,ICO,2017-08-24 03:00:00,2017-07-20 03:00:00,35 days 00:00:00.000000000,0 days 00:00:00.000000000
United Kingdom,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.5,Trading,Populous,ICO,2017-07-25 00:00:00,2017-07-24 00:00:00,1 days 00:00:00.000000000,0 days 00:00:00.000000000
Canada,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.3,Trading,PayPie,ICO,2017-11-15 12:00:00,2017-10-15 12:00:00,31 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,2.4,Trading,Peercoin,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Australia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.9,Trading,Power Ledger,ICO,2017-09-14 06:00:00,2017-08-27 06:00:00,18 days 00:00:00.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.3,Trading,Po.et,ICO,2017-08-08 03:30:00,2017-08-08 03:00:00,0 days 00:30:00.000000000,0 days 00:00:00.000000000
United Kingdom,Ethereum,2017-06-12 17:34:00,2017-06-12 17:00:00,4.4,Trading,Pillar,ICO,2017-07-18 21:00:00,2017-07-15 09:00:00,3 days 12:00:00.000000000,0 days 00:34:00.000000000
Estonia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.5,Trading,DS Plus,ICO,2017-12-31 12:00:00,2017-09-10 12:00:00,112 days 00:00:00.000000000,0 days 00:00:00.000000000
Estonia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.7,Trading,Polybius,ICO,2017-06-30 12:00:00,2017-05-31 12:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.3,Trading,Lampix,ICO,2017-08-18 00:00:00,2017-08-09 00:00:00,9 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,2.8,Trading,Prospectors Gold,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Russia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.7,Trading,Payfair,ICO,2017-11-30 19:00:00,2017-11-01 19:00:00,29 days 00:00:00.000000000,0 days 00:00:00.000000000
Canada,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,3.0,Trading,Peerplays,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,Waves,2017-12-15 12:00:00,2017-12-15 12:00:00,3.9,Closed,PeerBanks,ICO,2017-09-22 12:00:00,2017-07-18 00:00:00,66 days 12:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.1,Trading,Primalbase,ICO,2017-06-27 15:00:00,2017-06-26 03:00:00,1 days 12:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.6,Trading,Publica,ICO,2017-12-01 00:00:00,2017-11-01 00:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,2.6,Unknown,PayperEx,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
United Kingdom,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.1,Closed,Pally,ICO,2017-11-30 18:00:00,2017-10-15 12:00:00,46 days 06:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,Blockchain,2017-12-15 12:00:00,2017-12-15 12:00:00,3.3,Trading,Oxycoin,ICO,2017-10-01 12:00:00,2017-09-01 12:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000
Belize,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.3,Trading,OX Fina,ICO,2017-07-31 23:59:59,2017-07-01 00:00:00,30 days 23:59:59.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,Bitcoin,2017-12-15 12:00:00,2017-12-15 12:00:00,2.6,Unknown,Rootstock,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Switzerland,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.8,Closed,Etherisc,ICO,2018-07-23 15:00:00,2018-06-25 15:00:00,28 days 00:00:00.000000000,0 days 00:00:00.000000000
Hong Kong,NEO,2017-12-15 12:00:00,2017-12-15 12:00:00,3.3,Trading,Red Pulse,ICO,2017-10-09 08:00:00,2017-10-08 14:00:00,0 days 18:00:00.000000000,0 days 00:00:00.000000000
France,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.1,Closed,Rockchain,ICO,2017-12-01 11:00:00,2017-11-01 11:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000
United Kingdom,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.0,Closed,REALT,ICO,2017-10-31 12:00:00,2017-09-07 10:00:00,54 days 02:00:00.000000000,0 days 00:00:00.000000000
France,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,5.0,Trading,iExec,ICO,2017-04-12 12:00:00,2017-03-12 12:00:00,31 days 00:00:00.000000000,0 days 00:00:00.000000000
Bulgaria,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,2.8,Closed,Rhea,ICO,2017-10-30 12:00:00,2017-10-02 12:00:00,28 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.9,Trading,Imbrex,ICO,2017-08-28 12:00:00,2017-07-31 04:00:00,28 days 08:00:00.000000000,0 days 00:00:00.000000000
Kazakhstan,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.9,Closed,Relest,ICO,2017-12-09 12:00:00,2017-11-25 12:00:00,14 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.4,Trading,Augur,ICO,2015-10-01 00:00:00,2015-08-17 00:00:00,45 days 00:00:00.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.7,Closed,ReiDAO,ICO,2017-10-27 00:00:00,2017-10-02 00:00:00,25 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,2.4,Closed,REcoin,ICO,2017-12-09 12:00:00,2017-08-07 12:00:00,124 days 00:00:00.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.9,Trading,REAL,ICO,2017-09-30 16:00:00,2017-08-31 18:00:00,29 days 22:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,1.7,Unknown,Readcoin,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Germany,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,2.0,Closed,RICH Coin,ICO,2017-10-15 10:00:00,2017-09-15 10:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000
United Kingdom,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.7,Closed,Reality Clash,ICO,2017-09-29 12:00:00,2017-08-29 03:00:00,31 days 09:00:00.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.6,Trading,Rublix,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.9,Trading,Qvolta,ICO,2017-10-10 04:00:00,2017-10-10 03:00:00,0 days 01:00:00.000000000,0 days 00:00:00.000000000
