country,platform,pre_ico_end,pre_ico_start,rating,status,Name,type,End,Start,Duration,pre_Duration
Bulgaria,Ethereum,2018-11-19 23:59:00,2018-07-11 10:00:00,4.8,Closed,Project Aiur,ICO,2018-12-18 23:59:00,2018-11-20 10:00:00,28 days 13:59:00.000000000,131 days 13:59:00.000000000
Bulgaria,Ethereum,2019-01-17 10:00:00,2019-01-10 10:00:00,5.0,Closed,TANZŌ,ICO,2019-02-18 10:00:00,2019-01-18 00:00:00,31 days 10:00:00.000000000,7 days 00:00:00.000000000
Norway,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,5.0,Closed,Friend,ICO,2018-12-21 14:00:00,2018-06-15 08:00:00,189 days 06:00:00.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.9,Closed,WisePass,ICO,2018-08-10 01:00:00,2018-06-10 01:00:00,61 days 00:00:00.000000000,0 days 00:00:00.000000000
China,Ethereum,2018-08-20 00:00:00,2018-05-08 00:00:00,3.5,Closed,PocketCon,ICO,2018-12-31 00:00:00,2018-08-20 00:00:00,133 days 00:00:00.000000000,104 days 00:00:00.000000000
Estonia,EOS,2019-05-31 14:00:00,2018-10-01 14:00:00,4.8,Closed,WULET,ICO,2019-06-30 14:00:00,2019-06-01 14:00:00,29 days 00:00:00.000000000,242 days 00:00:00.000000000
United States of America,Ethereum,2018-07-06 07:00:00,2018-06-21 07:00:00,3.3,Closed,Taurus0x,ICO,2018-09-06 07:00:00,2018-07-07 07:00:00,61 days 00:00:00.000000000,15 days 00:00:00.000000000
India,Ethereum,2018-07-31 00:00:00,2018-07-01 00:00:00,3.3,Closed,Blockonomics,ICO,2018-08-15 00:00:00,2018-08-01 00:00:00,14 days 00:00:00.000000000,30 days 00:00:00.000000000
Virgin Islands (British),Ethereum,2018-07-30 23:59:00,2018-06-20 00:00:00,5.0,Closed,Daox,ICO,2018-11-10 23:59:00,2018-07-31 00:01:00,102 days 23:58:00.000000000,40 days 23:59:00.000000000
United States of America,Ethereum,2018-10-07 10:00:00,2018-07-16 10:00:00,4.4,Upcoming,AQWIRE,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,83 days 00:00:00.000000000
Netherlands,Ethereum,2018-09-23 00:00:00,2018-09-10 00:00:00,5.0,Closed,Hiway,ICO,2018-12-23 00:00:00,2018-12-01 00:00:00,22 days 00:00:00.000000000,13 days 00:00:00.000000000
Estonia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.6,Closed,LEXIT,ICO,2018-09-30 12:00:00,2018-06-19 09:00:00,103 days 03:00:00.000000000,0 days 00:00:00.000000000
United Kingdom,Ethereum,2018-07-18 00:00:00,2018-06-18 00:00:00,4.6,Closed,Zero Carbon Project,ICO,2018-09-18 00:00:00,2018-07-18 00:00:00,62 days 00:00:00.000000000,30 days 00:00:00.000000000
China,Ethereum,2018-07-15 00:00:00,2018-06-15 00:00:00,4.6,Closed,Kinetic Revolution,ICO,2018-09-30 00:00:00,2018-08-15 00:00:00,46 days 00:00:00.000000000,30 days 00:00:00.000000000
Singapore,Ethereum,2018-08-14 12:00:00,2018-08-01 12:00:00,3.3,Closed,XBIT,ICO,2018-08-31 12:00:00,2018-08-15 12:00:00,16 days 00:00:00.000000000,13 days 00:00:00.000000000
Singapore,Ethereum,2018-06-30 00:00:00,2018-06-17 00:00:00,4.3,Closed,Tixguru,ICO,2018-10-30 00:00:00,2018-10-01 00:00:00,29 days 00:00:00.000000000,13 days 00:00:00.000000000
Canada,Ethereum,2018-06-12 00:00:00,2018-06-01 00:00:00,3.0,Closed,STEALTH PROJECT,ICO,2018-09-01 23:59:00,2018-06-13 00:00:00,80 days 23:59:00.000000000,11 days 00:00:00.000000000
Australia,Stellar,2017-12-15 12:00:00,2017-12-15 12:00:00,4.6,Upcoming,TillBilly,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2018-08-08 00:00:00,2018-06-08 00:00:00,5.0,Closed,TriipMiles,ICO,2018-10-09 00:00:00,2018-08-09 00:00:00,61 days 00:00:00.000000000,61 days 00:00:00.000000000
Russia,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,2.2,Unknown,Cinematix,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Estonia,Ethereum,2018-07-15 00:00:00,2018-05-16 00:00:00,4.6,Closed,Nordcoin,ICO,2018-08-30 00:00:00,2018-07-30 00:00:00,31 days 00:00:00.000000000,60 days 00:00:00.000000000
Switzerland,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.7,Closed,qiibee,ICO,2018-10-31 00:00:00,2018-09-24 00:00:00,37 days 00:00:00.000000000,0 days 00:00:00.000000000
Germany,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.1,Upcoming,DYNO,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Netherlands,Ethereum,2018-07-31 00:00:00,2018-06-01 00:00:00,4.6,Closed,PARQ,ICO,2019-05-31 00:00:00,2018-08-01 00:00:00,303 days 00:00:00.000000000,60 days 00:00:00.000000000
United States of America,NEM,2018-07-25 00:00:00,2018-06-11 00:00:00,5.0,Closed,Cache,ICO,2018-08-31 00:00:00,2018-07-25 00:00:00,37 days 00:00:00.000000000,44 days 00:00:00.000000000
Virgin Islands (British),Ethereum,2018-07-10 00:00:00,2018-06-27 00:00:00,4.6,Closed,Phoneum,ICO,2018-12-31 00:00:00,2018-07-30 00:00:00,154 days 00:00:00.000000000,13 days 00:00:00.000000000
Taiwan,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,5.0,Closed,Formosa Financial,ICO,2018-05-31 00:00:00,2018-04-15 00:00:00,46 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,Own Blockchain,2017-12-15 12:00:00,2017-12-15 12:00:00,0.0,Upcoming,Zeus Protocol,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Estonia,ICON,2018-12-19 00:00:00,2018-11-20 00:00:00,4.6,Closed,STAYGE,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,29 days 00:00:00.000000000
Switzerland,Ethereum,2018-09-15 13:00:00,2018-07-15 13:00:00,5.0,Closed,WPP,ICO,2018-12-22 00:00:00,2018-09-22 00:00:00,91 days 00:00:00.000000000,62 days 00:00:00.000000000
Australia,Ethereum,2018-11-07 00:00:00,2018-10-10 00:00:00,5.0,Closed,Little Phil,ICO,2018-12-26 00:00:00,2018-11-28 00:00:00,28 days 00:00:00.000000000,28 days 00:00:00.000000000
Germany,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.7,Ongoing,Machine Xchange Coin,ICO,2017-12-15 12:00:00,2018-09-03 00:00:00,-262 days +12:00:00.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.6,Upcoming,Credible Network,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,Own Blockchain,2017-12-15 12:00:00,2017-12-15 12:00:00,4.8,Closed,DxChain,ICO,2018-08-06 19:00:00,2018-08-03 19:00:00,3 days 00:00:00.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.6,Closed,MAESTRO,ICO,2018-07-18 00:00:00,2018-07-07 00:00:00,11 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,Ethereum,2018-11-25 00:00:00,2018-07-01 00:00:00,4.4,Closed,AAT,ICO,2019-02-13 00:00:00,2018-12-01 00:00:00,74 days 00:00:00.000000000,147 days 00:00:00.000000000
Malta,Ethereum,2019-01-15 00:00:00,2018-12-01 00:00:00,4.1,Closed,Lifetask,ICO,2019-11-11 00:00:00,2019-01-15 00:00:00,300 days 00:00:00.000000000,45 days 00:00:00.000000000
United Kingdom,Blockchain,2018-07-17 01:00:00,2018-07-01 01:00:00,3.3,Closed,Arbitao,ICO,2018-08-19 01:00:00,2018-07-22 01:00:00,28 days 00:00:00.000000000,16 days 00:00:00.000000000
Nigeria,Ethereum,2018-08-27 00:00:00,2018-07-27 00:00:00,5.0,Closed,TITA Project,ICO,2018-10-30 00:00:00,2018-09-30 00:00:00,30 days 00:00:00.000000000,31 days 00:00:00.000000000
Malta,Ethereum,2018-06-30 00:00:00,2018-06-01 00:00:00,4.6,Closed,Accounting Blockchain,ICO,2018-09-30 23:59:00,2018-07-15 10:00:00,77 days 13:59:00.000000000,29 days 00:00:00.000000000
Switzerland,Ethereum,2018-09-01 11:59:00,2018-09-01 00:00:00,1.7,Closed,Deciser,ICO,2018-09-02 23:59:00,2018-09-02 00:00:00,0 days 23:59:00.000000000,0 days 11:59:00.000000000
Singapore,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.1,Closed,ICST,ICO,2018-06-27 00:00:00,2018-06-21 00:00:00,6 days 00:00:00.000000000,0 days 00:00:00.000000000
United Kingdom,Ethereum,2018-08-30 00:00:00,2018-08-01 00:00:00,3.7,Closed,Goods Digital Passport,ICO,2018-09-30 00:00:00,2018-09-01 00:00:00,29 days 00:00:00.000000000,29 days 00:00:00.000000000
Switzerland,2017-12-15T12:00:00Z,2018-08-20 18:00:00,2018-07-31 18:00:00,3.9,Closed,Feedchain,ICO,2018-09-01 18:00:00,2018-09-01 01:00:00,0 days 17:00:00.000000000,20 days 00:00:00.000000000
Seychelles,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.6,Closed,GoldBox,ICO,2018-09-01 23:59:00,2018-07-01 00:01:00,62 days 23:58:00.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2018-08-17 23:59:00,2018-08-15 00:00:00,5.0,Closed,KIRIK Protocol,ICO,2018-10-15 00:00:00,2018-09-15 00:00:00,30 days 00:00:00.000000000,2 days 23:59:00.000000000
United Kingdom,Ethereum,2019-02-28 00:00:00,2018-05-15 00:00:00,5.0,Closed,Solarex,ICO,2019-04-30 00:00:00,2019-03-15 00:00:00,46 days 00:00:00.000000000,289 days 00:00:00.000000000
Russia,Ethereum,2018-08-15 00:00:00,2018-06-01 00:00:00,5.0,Closed,International Science Hub,ICO,2018-12-31 00:00:00,2018-09-01 00:00:00,121 days 00:00:00.000000000,75 days 00:00:00.000000000
Switzerland,Ethereum,2018-10-08 23:59:00,2018-09-24 00:00:00,5.0,Closed,ICOVO,ICO,2018-11-30 23:59:00,2018-10-10 00:00:00,51 days 23:59:00.000000000,14 days 23:59:00.000000000
Israel,Ethereum,2018-11-30 00:00:00,2018-11-01 00:00:00,4.6,Closed,2Key Network,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,29 days 00:00:00.000000000
Switzerland,Ethereum,2018-10-30 00:00:00,2018-10-01 00:00:00,5.0,Closed,Trecento Blockchain Capital,ICO,2018-11-30 00:00:00,2018-11-01 00:00:00,29 days 00:00:00.000000000,29 days 00:00:00.000000000
Bulgaria,Own Blockchain,2018-07-07 00:00:00,2018-04-07 00:00:00,5.0,Closed,DECOIN DTEP,ICO,2018-07-31 00:00:00,2018-07-08 00:00:00,23 days 00:00:00.000000000,91 days 00:00:00.000000000
Australia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.3,Unknown,ArtChain Global,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Australia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.1,Upcoming,MeFy,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Estonia,Ethereum,2018-09-30 00:00:00,2018-06-29 00:00:00,5.0,Closed,Ternion,ICO,2019-06-30 00:00:00,2018-10-01 00:00:00,272 days 00:00:00.000000000,93 days 00:00:00.000000000
2017-12-15T12:00:00Z,Ethereum,2018-10-31 00:00:00,2018-06-15 00:00:00,4.4,Closed,Cremit,ICO,2019-04-30 00:00:00,2018-11-01 00:00:00,180 days 00:00:00.000000000,138 days 00:00:00.000000000
2017-12-15T12:00:00Z,Ethereum,2018-07-15 00:00:00,2018-04-01 00:00:00,4.1,Closed,PlanEx,ICO,2018-09-01 00:00:00,2018-07-15 00:00:00,48 days 00:00:00.000000000,105 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.1,Closed,Helix3,ICO,2018-11-16 00:00:00,2018-10-01 00:00:00,46 days 00:00:00.000000000,0 days 00:00:00.000000000
Gibraltar,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.0,Unknown,VAULTITUDE,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
United Kingdom,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.7,Closed,Choon,ICO,2018-08-01 00:00:00,2018-07-02 00:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000
United Kingdom,Ethereum,2018-07-31 00:00:00,2018-07-08 00:00:00,4.6,Closed,OpenBrix,ICO,2018-11-30 00:00:00,2018-09-01 08:00:00,89 days 16:00:00.000000000,23 days 00:00:00.000000000
United Kingdom,Ethereum,2018-07-28 00:00:00,2018-07-14 00:00:00,3.7,Closed,Cryptov8,ICO,2018-09-28 00:00:00,2018-07-28 00:00:00,62 days 00:00:00.000000000,14 days 00:00:00.000000000
Singapore,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.0,Upcoming,Sparrow Exchange,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Estonia,Ethereum,2018-06-30 00:00:00,2018-06-23 00:00:00,4.4,Upcoming,InsCoin for Knox Project,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,7 days 00:00:00.000000000
Canada,Ethereum,2018-08-16 21:00:00,2018-07-16 09:00:00,5.0,Closed,FRELDO,IEO,2019-07-30 21:00:00,2019-07-23 09:00:00,7 days 12:00:00.000000000,31 days 12:00:00.000000000
Virgin Islands (British),Ethereum,2018-11-20 11:00:00,2018-08-20 11:00:00,5.0,Closed,Clash & GO,ICO,2019-01-12 11:00:00,2018-12-12 11:00:00,31 days 00:00:00.000000000,92 days 00:00:00.000000000
Virgin Islands (British),Ethereum,2018-11-20 11:00:00,2018-08-20 11:00:00,5.0,Closed,Selfie GO,ICO,2019-01-12 11:00:00,2018-12-12 11:00:00,31 days 00:00:00.000000000,92 days 00:00:00.000000000
Germany,Ethereum,2018-08-01 00:00:00,2018-06-18 00:00:00,4.6,Closed,SUBAJ Global Network,ICO,2018-09-30 00:00:00,2018-08-02 00:00:00,59 days 00:00:00.000000000,44 days 00:00:00.000000000
Estonia,EOS,2018-08-16 00:00:00,2018-07-16 00:00:00,4.6,Closed,MyCryptoBank,ICO,2019-01-31 00:00:00,2018-09-10 00:00:00,143 days 00:00:00.000000000,31 days 00:00:00.000000000
Poland,Ethereum,2018-12-31 00:00:00,2018-11-21 00:00:00,4.8,Closed,Utile Network,ICO,2019-03-14 00:00:00,2019-01-14 00:00:00,59 days 00:00:00.000000000,40 days 00:00:00.000000000
Germany,Ethereum,2018-07-06 14:00:00,2018-06-21 00:00:00,4.3,Closed,CoinAnalyst,ICO,2018-12-31 14:00:00,2018-07-07 00:00:00,177 days 14:00:00.000000000,15 days 14:00:00.000000000
Spain,Own Blockchain,2018-07-20 09:00:00,2018-06-20 09:00:00,2.4,Closed,Aurora Ecosystem,ICO,2018-09-07 00:00:00,2018-07-21 00:00:00,48 days 00:00:00.000000000,30 days 00:00:00.000000000
Singapore,Ethereum,2018-06-10 06:00:00,2018-05-02 06:00:00,5.0,Closed,Dacxi,ICO,2018-08-01 06:00:00,2018-06-11 06:00:00,51 days 00:00:00.000000000,39 days 00:00:00.000000000
United Kingdom,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.7,Closed,ArtWook,ICO,2018-08-17 00:00:00,2018-07-20 00:00:00,28 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.1,Closed,Dashing,ICO,2018-09-05 00:00:00,2018-06-05 00:00:00,92 days 00:00:00.000000000,0 days 00:00:00.000000000
South Africa,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.1,Closed,Xenia,ICO,2018-07-23 00:00:00,2018-03-01 00:00:00,144 days 00:00:00.000000000,0 days 00:00:00.000000000
United Kingdom,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.3,Closed,DAN,ICO,2018-08-30 00:00:00,2018-07-01 00:00:00,60 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.3,Upcoming,ALZA,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Hong Kong,Ethereum,2018-07-15 23:59:00,2018-06-20 00:00:00,4.8,Closed,AVINOC,ICO,2018-07-31 00:00:00,2018-07-15 23:59:00,15 days 00:01:00.000000000,25 days 23:59:00.000000000
Poland,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.8,Closed,Tedchain,ICO,2018-10-08 00:00:00,2018-07-17 00:00:00,83 days 00:00:00.000000000,0 days 00:00:00.000000000
Switzerland,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.3,Closed,Vreo,ICO,2018-09-01 20:00:00,2018-08-04 08:00:00,28 days 12:00:00.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.1,Trading,Fortuna,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Latvia,Ethereum,2018-08-31 00:00:00,2018-07-15 00:00:00,5.0,Closed,Time Money,ICO,2018-11-30 00:00:00,2018-09-01 00:00:00,90 days 00:00:00.000000000,47 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.1,Unknown,ContentBox,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2018-07-04 00:00:00,2018-06-15 00:00:00,4.6,Closed,OkeyDokey,ICO,2018-08-24 00:00:00,2018-07-11 00:00:00,44 days 00:00:00.000000000,19 days 00:00:00.000000000
Brazil,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.1,Ongoing,Letsfair,ICO,2023-01-24 00:00:00,2018-01-24 00:00:00,1826 days 00:00:00.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.9,Closed,Harbor,ICO,2018-08-02 12:00:00,2018-07-03 12:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000
Japan,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.3,Closed,True News,ICO,2018-07-13 00:00:00,2018-06-16 00:00:00,27 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.7,Upcoming,Access Network,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Canada,Ethereum,2018-08-30 00:00:00,2018-08-01 00:00:00,4.4,Closed,Miner Edge,ICO,2018-12-30 00:00:00,2018-09-07 00:00:00,114 days 00:00:00.000000000,29 days 00:00:00.000000000
United Kingdom,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,2.4,Closed,VICECOIN,ICO,2018-06-30 00:00:00,2018-06-01 00:00:00,29 days 00:00:00.000000000,0 days 00:00:00.000000000
Gibraltar,Stellar,2018-09-14 00:00:00,2018-07-01 00:00:00,5.0,Closed,SID Token,ICO,2018-12-31 00:00:00,2018-09-15 00:00:00,107 days 00:00:00.000000000,75 days 00:00:00.000000000
Hong Kong,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.5,Closed,BIRC,ICO,2018-07-31 00:00:00,2018-07-16 00:00:00,15 days 00:00:00.000000000,0 days 00:00:00.000000000
France,Ethereum,2018-10-15 00:00:00,2018-09-15 00:00:00,4.1,Closed,Connecty.io,ICO,2018-11-30 00:00:00,2018-10-15 00:00:00,46 days 00:00:00.000000000,30 days 00:00:00.000000000
2017-12-15T12:00:00Z,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.1,Upcoming,SciDex,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.3,Upcoming,MIND AI,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Finland,Blockchain,2018-06-13 11:00:00,2018-06-06 11:00:00,4.1,Closed,IonChain,ICO,2018-07-14 11:00:00,2018-07-07 11:00:00,7 days 00:00:00.000000000,7 days 00:00:00.000000000
Singapore,Ethereum,2018-07-31 00:00:00,2018-07-01 00:00:00,3.1,Closed,Ecobetting,ICO,2018-09-30 00:00:00,2018-08-01 00:00:00,60 days 00:00:00.000000000,30 days 00:00:00.000000000
United Kingdom,Ethereum,2018-08-15 12:00:00,2018-07-01 12:00:00,5.0,Closed,Humancoin,ICO,2018-11-01 12:00:00,2018-09-15 12:00:00,47 days 00:00:00.000000000,45 days 00:00:00.000000000
Singapore,Ethereum,2018-07-16 00:00:00,2018-02-01 00:00:00,4.3,Closed,Infinitus Token,ICO,2018-08-15 00:00:00,2018-07-30 00:00:00,16 days 00:00:00.000000000,165 days 00:00:00.000000000
Estonia,Ethereum,2018-08-13 09:00:00,2018-07-30 15:00:00,4.1,Closed,NZToken,ICO,2018-08-27 15:00:00,2018-08-13 09:00:00,14 days 06:00:00.000000000,13 days 18:00:00.000000000
United States of America,Ethereum,2018-07-08 11:00:00,2018-07-01 09:00:00,4.4,Closed,eLYQD,ICO,2018-09-30 23:00:00,2018-07-09 19:00:00,83 days 04:00:00.000000000,7 days 02:00:00.000000000
2017-12-15T12:00:00Z,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.7,Closed,Custom Deal,ICO,2018-09-01 00:00:00,2018-07-11 00:00:00,52 days 00:00:00.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2018-09-14 00:00:00,2018-07-01 00:00:00,4.8,Closed,Extradecoin,ICO,2018-10-15 00:00:00,2018-09-15 00:00:00,30 days 00:00:00.000000000,75 days 00:00:00.000000000
Singapore,Scrypt,2018-08-20 00:00:00,2018-08-01 00:00:00,4.1,Closed,ShopperCoin,ICO,2018-10-20 00:00:00,2018-10-01 00:00:00,19 days 00:00:00.000000000,19 days 00:00:00.000000000
Switzerland,Ethereum,2018-08-30 23:59:00,2018-07-09 00:00:00,3.9,Closed,4ARTechnologies,ICO,2018-12-31 23:59:00,2018-08-31 00:00:00,122 days 23:59:00.000000000,52 days 23:59:00.000000000
United States of America,Stellar,2017-12-15 12:00:00,2017-12-15 12:00:00,2.8,Upcoming,Collegecoin,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
United Arab Emirates,Ethereum,2018-10-31 00:00:00,2018-06-15 00:00:00,5.0,Closed,ZAZA,ICO,2018-12-31 00:00:00,2018-11-01 00:00:00,60 days 00:00:00.000000000,138 days 00:00:00.000000000
Ukraine,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.9,Closed,Bitbon System,ICO,2018-10-10 00:00:00,2018-06-17 00:00:00,115 days 00:00:00.000000000,0 days 00:00:00.000000000
Switzerland,Bitshares,2018-08-14 00:00:00,2018-07-14 00:00:00,4.4,Closed,CAREONCHAIN,ICO,2018-10-15 00:00:00,2018-08-15 00:00:00,61 days 00:00:00.000000000,31 days 00:00:00.000000000
Singapore,NEM,2017-12-15 12:00:00,2017-12-15 12:00:00,3.9,Upcoming,WatermelonBlock,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Estonia,Ethereum,2018-09-17 09:00:00,2018-09-03 09:00:00,5.0,Closed,Cyber Capital Invest,ICO,2018-11-26 09:00:00,2018-10-29 09:00:00,28 days 00:00:00.000000000,14 days 00:00:00.000000000
United Kingdom,Ethereum,2018-07-27 18:00:00,2018-06-25 09:00:00,0.0,Closed,EGold,ICO,2018-10-01 00:00:00,2018-08-01 00:00:00,61 days 00:00:00.000000000,32 days 09:00:00.000000000
Singapore,Ethereum,2018-09-22 07:00:00,2018-08-23 07:00:00,5.0,Closed,Cloudbric,ICO,2018-10-13 07:00:00,2018-10-04 07:00:00,9 days 00:00:00.000000000,30 days 00:00:00.000000000
Poland,Ethereum,2019-05-05 17:00:00,2019-04-05 17:00:00,4.8,Closed,YellowBetter,ICO,2019-07-15 19:00:00,2019-06-15 19:00:00,30 days 00:00:00.000000000,30 days 00:00:00.000000000
Bulgaria,Ethereum,2018-07-05 11:00:00,2018-06-04 11:00:00,2.6,Closed,EjaCoin,ICO,2018-09-16 11:00:00,2018-07-06 11:00:00,72 days 00:00:00.000000000,31 days 00:00:00.000000000
Hong Kong,Ethereum,2018-07-05 00:00:00,2018-06-25 00:00:00,3.1,Closed,Matou,ICO,2018-08-15 00:00:00,2018-08-01 00:00:00,14 days 00:00:00.000000000,10 days 00:00:00.000000000
United Kingdom,Ethereum,2018-10-31 00:00:00,2018-10-01 00:00:00,4.3,Closed,SocialRemit,ICO,2019-04-01 00:00:00,2018-11-01 00:00:00,151 days 00:00:00.000000000,30 days 00:00:00.000000000
United Kingdom,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.6,Closed,Officium,ICO,2018-08-25 15:00:00,2018-07-01 15:00:00,55 days 00:00:00.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.1,Upcoming,SWIPE Network,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
United Kingdom,Ethereum,2018-09-15 00:00:00,2018-07-15 00:00:00,5.0,Closed,N.exchange,ICO,2018-10-15 00:00:00,2018-09-15 00:00:00,30 days 00:00:00.000000000,62 days 00:00:00.000000000
Ukraine,Ethereum,2018-10-21 15:00:00,2018-06-11 15:00:00,4.6,Closed,BATT,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,132 days 00:00:00.000000000
Singapore,Ethereum,2018-10-18 16:00:00,2018-09-26 16:00:00,4.8,Closed,TrustVerse,ICO,2018-11-14 16:00:00,2018-10-18 16:00:00,27 days 00:00:00.000000000,22 days 00:00:00.000000000
Japan,Ethereum,2018-07-15 12:59:00,2018-06-15 13:00:00,3.0,Closed,Chain Works,ICO,2018-07-30 12:59:00,2018-07-15 13:00:00,14 days 23:59:00.000000000,29 days 23:59:00.000000000
Singapore,Ethereum,2018-07-06 23:59:00,2018-03-03 00:00:00,4.6,Closed,LEDGIT,ICO,2018-08-07 23:59:00,2018-07-07 00:00:00,31 days 23:59:00.000000000,125 days 23:59:00.000000000
