rank_cnc,Name,Ticker,market_cap,price,volume24,pct1h,pct24h,pct7d,country,platform,pre_ico_end,pre_ico_start,rating,status,Name_y,type,End,Start,Duration,pre_Duration,compound,negative,neutral,positive,no_of_posts
1059, TraDove B2BCoin,BBC,"522,417",0.001045,"22,348",-0.18,-0.98,-5.67,Russia,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,2.0,Unknown,Battle Ball,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.07453333333333335,0.015,0.013333333333333334,0.9718333333333332,6
1060, Pesetacoin,PTC,"521,951",0.003732,13,-0.25,-0.85,62.0,,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.1,Closed,Propthereum,ICO,2017-12-20 00:00:00,2017-11-20 00:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000,0.990675,0.03225,0.8230000000000001,0.14483333333333334,12
1061, Vision Indust...,VIT,"521,981",0.000176,0,0.0,0.0,-4.78,Russia,Waves,2017-09-28 03:00:00,2017-09-28 03:00:00,3.1,Closed,Vitavisor,ICO,2017-10-31 18:00:00,2017-10-24 18:00:00,7 days 00:00:00.000000000,0 days 00:00:00.000000000,0.9825,0.019,0.879,0.102,1
1069, BitDegree,BDG,"513,409",0.001371,232,-0.14,0.02,43.92,Lithuania,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.8,Trading,BitDegree,ICO,2017-12-31 00:00:00,2017-12-01 00:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0,0.0,0.0,0.0,0
1083, Mallcoin,MLC,"493,343",0.002801,0,0.0,0.0,-54.82,Russia,Ethereum,2018-03-08 12:00:00,2018-02-22 12:00:00,4.1,Closed,FLOGmall,ICO,2018-07-20 12:00:00,2018-03-22 12:00:00,120 days 00:00:00.000000000,14 days 00:00:00.000000000,-0.7364999999999999,0.066,0.9085,0.0255,2
1085, Birake,BIR,"491,880",0.006567,"21,618",1.18,3.12,-10.99,Estonia,Ethereum,2018-12-31 00:00:00,2018-11-05 00:00:00,4.1,Closed,Bet In Real,ICO,2019-03-31 00:00:00,2019-01-01 00:00:00,89 days 00:00:00.000000000,56 days 00:00:00.000000000,0.3775,0.0625,0.00475,0.9329999999999999,4
1093, Electrify.Asia,ELEC,"478,954",0.000904,12,-0.15,2.97,-0.15,Singapore,Ethereum,2018-02-15 23:59:59,2018-01-15 00:00:00,4.3,Trading,Electrify.Asia,ICO,2018-03-01 23:59:59,2018-02-23 00:00:00,6 days 23:59:59.000000000,31 days 23:59:59.000000000,0.0,0.0,0.0,0.0,0
1095, IXT,IXT,"477,833",0.013355,34,0.08,3.43,8.4,United Kingdom,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.0,Trading,iXledger,ICO,2017-07-13 00:00:00,2017-07-11 00:00:00,2 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0772,0.011,0.977,0.012,1
1096, Rivetz,RVT,"476,377",0.018152,32,-0.21,22.16,41.5,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.9,Trading,Rivetz,ICO,2017-09-10 20:00:00,2017-08-10 21:00:00,30 days 23:00:00.000000000,0 days 00:00:00.000000000,0.594475,0.03,0.86975,0.10025,4
1099, Patientory,PTOY,"473,574",0.006765,875,-0.21,-4.88,-7.48,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.9,Trading,Patientory,ICO,2017-06-03 12:00:00,2017-05-31 12:00:00,3 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0,0.0,0.0,0.0,0
1101, ATMChain,ATM,"469,786",0.000101,0,0.0,0.0,0.0,,,2017-09-28 03:00:00,2017-09-28 03:00:00,1.1,Unknown,FlipCoin,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.5335489999999998,0.09685,0.05151,0.8517100000000001,100
1110, Essentia,ESS,"454,001",0.000521,"54,414",-0.86,5.27,19.88,Switzerland,Ethereum,2018-05-31 00:00:00,2018-03-15 00:00:00,4.6,Closed,Essentia,ICO,2018-06-29 15:00:00,2018-06-25 15:00:00,4 days 00:00:00.000000000,77 days 00:00:00.000000000,0.8289625,0.023000000000000003,0.903625,0.07337500000000001,8
1124, Vezt,VZT,"433,227",0.012313,0,0.0,0.0,0.0,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.7,Trading,Vezt,ICO,2017-12-01 04:00:00,2017-11-03 04:00:00,28 days 00:00:00.000000000,0 days 00:00:00.000000000,0.387852,0.054889999999999994,0.8475000000000001,0.09752999999999999,100
1144, MinexCoin,MNX,"394,735",0.066089,"69,648",0.25,-2.15,-3.24,,Bitcoin,2017-09-28 03:00:00,2017-09-28 03:00:00,3.7,Trading,Minexcoin,ICO,2017-06-13 00:00:00,2017-05-15 00:00:00,29 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0,0.0,0.0,0.0,0
1154, TV-TWO,TTV,"382,541",0.000859,0,0.0,0.0,-2.11,Germany,Ethereum,2018-02-24 13:00:00,2018-01-24 13:00:00,5.0,Closed,TV-TWO,ICO,2018-07-24 13:00:00,2018-05-24 13:00:00,61 days 00:00:00.000000000,31 days 00:00:00.000000000,0.4231571428571428,0.0625952380952381,0.8275714285714286,0.10980952380952383,42
1156, Birdchain,BIRD,"377,175",0.002510,"33,348",1.28,-2.99,-21.69,Estonia,Ethereum,2018-01-23 00:00:00,2018-01-18 00:00:00,5.0,Closed,Birdchain,ICO,2018-05-31 13:00:00,2018-03-01 00:00:00,91 days 13:00:00.000000000,5 days 00:00:00.000000000,0.12525000000000006,0.060735294117647026,0.8429117647058824,0.0963529411764706,34
1157, Shivom,OMX,"374,268",0.000410,0,0.0,-0.71,-0.47,Isle of Man,Ethereum,2018-04-27 13:00:00,2018-04-16 13:00:00,4.4,Trading,Project Shivom,ICO,2018-05-03 03:30:00,2018-05-03 03:00:00,0 days 00:30:00.000000000,11 days 00:00:00.000000000,0.9974666666666666,0.02466666666666667,0.883,0.09233333333333332,3
1171, Ubcoin Market,UBC,"347,869",0.001016,0,0.0,0.0,-31.37,Russia,Ethereum,2018-03-31 00:00:00,2018-03-10 00:00:00,4.8,Closed,Ubcoin,ICO,2018-08-27 23:59:00,2018-04-02 00:00:01,147 days 23:58:59.000000000,21 days 00:00:00.000000000,0.3316680000000001,0.039390000000000015,0.8773499999999997,0.08324999999999998,100
1173, PHI Token,PHI,"347,561",0.059634,"12,471",0.97,0.23,-0.94,,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,2.8,Unknown,Delphi Systems,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.4732490000000002,0.024299999999999992,0.90195,0.07374999999999997,100
1175, Globatalent,GBT,"346,362",0.000690,0,0.0,0.0,0.0,Cayman Islands,Ethereum,2018-05-31 23:59:59,2018-04-16 00:00:00,4.8,Closed,Globatalent,ICO,2018-06-30 23:59:59,2018-06-18 00:00:00,12 days 23:59:59.000000000,45 days 23:59:59.000000000,-0.991,0.124,0.8035,0.07250000000000001,2
1177, Playkey,PKT,"344,880",0.024773,"23,960",-1.37,-7.3,-7.48,Russia,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.7,Trading,Playkey,ICO,2017-12-01 08:00:00,2017-11-01 08:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.3612,0.014,0.9805,0.006,2
1182, Blockium,BOK,"338,458",0.000521,"26,316",-0.2,-1.21,-43.23,,,2017-09-28 03:00:00,2017-09-28 03:00:00,1.1,Unknown,Blocksale,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.05479999999999999,0.0155,0.0175,0.9670000000000001,2
1185, JET8,J8T,"335,972",0.000410,936,-0.24,-30.02,-14.32,Singapore,Ethereum,2018-02-11 23:59:59,2018-01-01 00:00:00,4.8,Trading,JET8,ICO,2018-03-06 13:00:00,2018-02-28 06:00:00,6 days 07:00:00.000000000,41 days 23:59:59.000000000,0.5859,0.0,0.866,0.134,1
1188, ATN,ATN,"333,433",0.003955,0,0.0,0.0,-52.96,Czech Republic,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.1,Unknown,Athena,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.9971333333333332,0.11033333333333332,0.005666666666666667,0.884,3
1196, Tokes,TKS,"324,510",0.245286,0,0.0,39.52,-14.13,United States of America,,2017-09-28 03:00:00,2017-09-28 03:00:00,3.0,Trading,Tokes,ICO,2017-01-15 00:00:00,2016-12-02 00:00:00,44 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.12369000000000001,0.0195,0.921,0.05950000000000001,10
1212, CoTrader,COT,"308,076",0.000020,"49,207",-0.31,2.99,-29.64,,Ethereum,2018-04-09 12:00:00,2018-03-26 12:00:00,3.5,Closed,CoinTour,ICO,2018-05-30 00:00:00,2018-04-30 12:00:00,29 days 12:00:00.000000000,14 days 00:00:00.000000000,0.78725,0.038000000000000006,0.9005,0.06150000000000001,2
1213, FlypMe,FYP,"306,540",0.017379,0,-0.2,-9.73,-24.75,Luxembourg,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.5,Trading,Flyp.me,ICO,2017-10-21 18:00:00,2017-09-28 15:00:00,23 days 03:00:00.000000000,0 days 00:00:00.000000000,-0.5272333333333333,0.01966666666666667,0.9723333333333334,0.007333333333333333,3
1227, HOQU,HQX,"290,080",0.001715,"48,634",-0.06,-2.03,-11.12,United Kingdom,Ethereum,2017-11-20 00:00:00,2017-11-13 00:00:00,5.0,Trading,HOQU,ICO,2018-02-26 00:00:00,2017-11-27 00:00:00,91 days 00:00:00.000000000,7 days 00:00:00.000000000,0.5737,0.0025,0.9905,0.007000000000000001,2
1230, Crowd Machine,CMCT,"285,662",0.000608,"10,465",-0.16,-2.62,-20.19,Cayman Islands,Ethereum,2018-04-20 23:59:00,2018-04-01 12:00:00,4.4,Trading,Crowd Machine,ICO,2019-05-22 23:59:00,2018-04-28 00:00:00,389 days 23:59:00.000000000,19 days 11:59:00.000000000,0.2640890000000001,0.05582999999999999,0.8528400000000002,0.09131,100
1231, Bezop,BEZ,"284,328",0.005106,"1,336",-0.36,-2.32,-22.52,,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.5,Trading,Bezop,ICO,2018-01-10 00:00:00,2017-12-20 00:00:00,21 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0,0.0,0.0,1.0,1
1243, EnergiToken,ETK,"273,464",0.000148,0,-0.2,-5.44,275.03,Gibraltar,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.1,Trading,Energi Token,ICO,2018-02-28 00:00:00,2018-02-01 00:00:00,27 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0,0.0,0.0,0.0,0
1245, adbank,ADB,"271,282",0.000385,"26,986",-0.06,-1.09,-7.38,Canada,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.4,Trading,Adbank,ICO,2018-01-21 00:00:00,2017-12-15 00:00:00,37 days 00:00:00.000000000,0 days 00:00:00.000000000,0.532975,0.052250000000000005,0.01975,0.92775,4
1246, Bigbom,BBO,"269,988",0.000811,"268,960",-0.12,0.98,30.91,Singapore,Ethereum,2018-04-10 10:00:00,2018-03-28 10:00:00,4.4,Trading,Bigbom Eco,ICO,2018-06-10 10:00:00,2018-05-28 10:00:00,13 days 00:00:00.000000000,13 days 00:00:00.000000000,0.7744,0.040999999999999995,0.011000000000000001,0.948,1
1251, BitScreener T...,BITX,"262,940",0.001650,"14,326",-1.93,-6.17,-9.8,Singapore,Ethereum,2018-06-24 01:00:00,2018-05-29 00:00:00,4.1,Closed,BitScreener,ICO,2018-07-04 01:00:00,2018-06-27 01:00:00,7 days 00:00:00.000000000,26 days 01:00:00.000000000,0.3183429999999999,0.06105999999999999,0.031989999999999984,0.9069899999999996,100
1262, Storiqa,STQ,"251,541",0.000023,"15,179",2.0,-1.95,-10.72,Hong Kong,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.3,Trading,Storiqa,ICO,2018-02-13 23:00:00,2017-12-05 00:00:00,70 days 23:00:00.000000000,0 days 00:00:00.000000000,0.0,0.0,0.0,0.0,0
1266, Zetacoin,ZET,"244,314",0.001432,"14,042",9.25,13.22,33.09,Ukraine,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,2.4,Unknown,ZEUS,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.09949090909090907,0.037727272727272734,0.8919090909090912,0.07018181818181819,11
1294, Aditus,ADI,"214,892",0.000918,"46,469",1.12,-3.69,-13.45,,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.3,Trading,Aditus,ICO,2017-12-20 00:00:00,2017-11-30 00:00:00,20 days 00:00:00.000000000,0 days 00:00:00.000000000,0.36085,0.02525,0.01375,0.961,4
1298, Cobinhood,COB,"214,174",0.000521,"5,431",-0.2,18.47,-15.39,Taiwan,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.4,Trading,COBINHOOD,ICO,2017-10-22 00:00:00,2017-09-13 00:00:00,39 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.053385714285714286,0.013261904761904768,0.9748571428571428,0.011809523809523815,42
1309, On.Live,ONL,"204,698",0.009467,620,-2.43,-38.28,-18.3,United Kingdom,Ethereum,2018-02-22 23:59:59,2018-01-22 00:00:00,4.6,Closed,On.Live,ICO,2018-04-11 23:59:59,2018-03-11 00:00:00,31 days 23:59:59.000000000,31 days 23:59:59.000000000,0.5488660000000002,0.04374,0.8486599999999999,0.10752000000000003,100
1310, Coinchase Token,CCH,"204,249",0.000128,0,0.0,-0.06,5.58,Czech Republic,Own Blockchain,2017-09-28 03:00:00,2017-09-28 03:00:00,3.3,Closed,CitiCash,ICO,2018-10-31 23:00:00,2018-09-01 00:00:00,60 days 23:00:00.000000000,0 days 00:00:00.000000000,-0.35683999999999994,0.0166,0.9758,0.0072,5
1317, View,VIEW,"201,132",0.005732,210,-0.2,-19.23,-20.25,Slovenia,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.1,Closed,Viewly,ICO,2018-03-22 23:00:00,2018-02-22 00:00:00,28 days 23:00:00.000000000,0 days 00:00:00.000000000,0.500358,0.034849999999999964,0.8863200000000003,0.07870999999999997,100
1319, Privatix,PRIX,"196,345",0.179000,"1,364",-26.62,-10.87,-50.01,Gibraltar,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.8,Trading,Privatix,ICO,2017-11-16 14:00:00,2017-10-19 14:00:00,28 days 00:00:00.000000000,0 days 00:00:00.000000000,0.6556166666666666,0.01916666666666667,0.9085,0.07233333333333335,6
1321, BioCoin,BIO,"196,087",0.000232,1,0.0,31.36,24.53,,,2017-09-28 03:00:00,2017-09-28 03:00:00,3.1,Trading,BioCoin,ICO,2018-02-18 00:00:00,2017-11-01 00:00:00,109 days 00:00:00.000000000,0 days 00:00:00.000000000,0.5155973684210525,0.06852631578947369,0.03557894736842105,0.8958684210526315,38
1332, HyperSpace,AMP,"182,785",0.001815,0,0.0,-0.75,-21.49,Israel,Omni,2017-09-28 03:00:00,2017-09-28 03:00:00,3.5,Trading,Synereo,ICO,2016-10-18 00:00:00,2016-09-18 00:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000,0.47961111111111104,0.05011111111111111,0.8644074074074075,0.08540740740740743,27
1335, Suretly,SUR,"181,674",0.775424,3,-0.12,10.04,9.5,Russia,Waves,2017-09-28 03:00:00,2017-09-28 03:00:00,3.9,Trading,Suretly,ICO,2017-08-11 11:00:00,2017-07-11 11:00:00,31 days 00:00:00.000000000,0 days 00:00:00.000000000,0.64618,0.0089,0.9605,0.030700000000000005,10
1342, ClearPoll,POLL,"177,823",0.025403,0,0.0,-1.11,1.08,Australia,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.3,Trading,ClearPoll,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.29570638297872337,0.041531914893617024,0.8780851063829791,0.0803404255319149,47
1354, Dether,DTH,"172,263",0.002027,79,-0.02,68.52,-43.0,France,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Trading,Dether,ICO,2018-02-14 13:00:00,2018-02-07 13:00:00,7 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.18415,0.022,0.963,0.015,2
1356, Asgard,ASG,"171,449",0.000221,"20,214",0.09,-1.82,-7.99,United Arab Emirates,Ethereum,2018-12-30 23:59:00,2018-09-15 00:00:00,4.3,Closed,Asgard,ICO,2019-06-30 00:00:00,2019-04-01 00:00:00,90 days 00:00:00.000000000,106 days 23:59:00.000000000,0.7603,0.02,0.005,0.9740000000000001,1
1362, Soma,SCT,"169,733",0.017370,43,-0.2,-33.92,-36.26,Finland,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.9,Trading,Soma,ICO,2017-11-14 12:00:00,2017-09-27 12:00:00,48 days 00:00:00.000000000,0 days 00:00:00.000000000,0.7862,0.0,0.997,0.003,1
1363, Invacio,INV,"168,509",0.005738,"3,887",22.44,1.1,5.91,United Kingdom,Ethereum,2018-07-15 12:00:00,2018-05-26 12:00:00,4.8,Closed,Invest in Brokers,ICO,2018-09-30 12:00:00,2018-08-15 12:00:00,46 days 00:00:00.000000000,50 days 00:00:00.000000000,0.8004249999999999,0.03771999999999999,0.8495099999999998,0.11275000000000003,100
1366, Atonomi,ATMI,"168,135",0.000341,30,0.0,0.0,24.54,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.0,Unknown,Atonomi,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.33340000000000003,0.015,0.025,0.9605,2
1373, IOTW,IOTW,"161,166",0.004846,"125,910",-0.06,16.83,13.57,Hong Kong,Ethereum,2017-09-28 03:00:00,2018-09-15 00:00:00,4.3,Pre-Sale,IOTW,ICO,2019-05-12 00:00:00,2019-03-31 00:00:00,42 days 00:00:00.000000000,-352 days +03:00:00.000000000,0.15175,0.0055000000000000005,0.9855,0.009000000000000001,2
1379, SyncFab,MFG,"156,192",0.000846,"118,298",3.97,4.91,7.98,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,5.0,Trading,SyncFab,ICO,2018-03-15 00:00:00,2018-01-01 00:00:00,73 days 00:00:00.000000000,0 days 00:00:00.000000000,0.12925,0.01,0.9785,0.0115,2
1380, UChain,UCN,"155,884",0.000511,"50,389",1.0,-0.66,-0.76,Singapore,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,5.0,Closed,VerifyUnion,ICO,2017-12-03 00:00:00,2017-10-03 00:00:00,61 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0,0.0,0.0,0.0,0
1382, Starbase,STAR,"152,072",0.000811,601,-0.13,3.27,-43.07,Japan,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.3,Trading,Starbase,ICO,2017-10-06 14:00:00,2017-09-18 14:00:00,18 days 00:00:00.000000000,0 days 00:00:00.000000000,0.5930609999999998,0.04941,0.8432299999999999,0.10730000000000002,100
1390, EncryptoTel [...,ETT,"146,807",0.002363,0,0.0,0.04,-37.62,Russia,Waves,2017-09-28 03:00:00,2017-09-28 03:00:00,3.3,Trading,EncryptoTel,ICO,2017-05-31 12:00:00,2017-04-24 12:00:00,37 days 00:00:00.000000000,0 days 00:00:00.000000000,0.9998,0.019,0.8690000000000001,0.112,1
1398, MetaMorph,METM,"143,826",0.000957,"23,631",-0.13,-1.81,-16.81,Australia,Ethereum,2018-05-27 00:00:00,2018-04-27 00:00:00,4.6,Closed,MetaMorph.pro,ICO,2018-07-14 00:00:00,2018-05-28 00:00:00,47 days 00:00:00.000000000,30 days 00:00:00.000000000,0.6516889999999997,0.040399999999999985,0.8615600000000001,0.09805000000000004,100
1411, Bitstar,BITS,"137,386",0.006617,0,0.0,0.0,-4.84,Kenya,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,2.4,Closed,Bitsoko,ICO,2018-05-01 00:00:00,2017-12-01 00:00:00,151 days 00:00:00.000000000,0 days 00:00:00.000000000,0.6349149999999997,0.09396000000000004,0.0403,0.8657399999999998,100
1422, iDealCash,DEAL,"128,224",0.000089,0,0.0,0.0,-4.1,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.0,Unknown,Foreground,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.200258,0.028519999999999986,0.9316200000000002,0.03972999999999996,100
1431, Aphelion,APH,"123,074",0.002461,0,0.0,0.0,10.51,,NEO,2017-09-28 03:00:00,2017-09-28 03:00:00,4.1,Trading,Aphelion,ICO,2017-12-07 00:00:00,2017-11-15 00:00:00,22 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.3612,0.016,0.024,0.9590000000000001,1
1433, Scorum Coins,SCR,"122,498",0.004186,"15,377",-0.94,-21.62,-21.96,Belarus,Graphene,2017-09-28 03:00:00,2017-09-28 03:00:00,4.8,Closed,Scorum,ICO,2018-02-11 16:00:00,2018-01-14 16:00:00,28 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0006499999999999839,0.036500000000000005,0.908,0.055500000000000015,2
1434, Level Up Coin,LUC,"122,437",0.000123,0,0.0,0.0,30.0,Malta,Ethereum,2018-02-05 17:00:00,2018-01-25 17:00:00,4.3,Trading,Play2Live,ICO,2018-03-05 17:00:00,2018-02-12 17:00:00,21 days 00:00:00.000000000,11 days 00:00:00.000000000,0.998,0.017,0.7190000000000001,0.264,1
1437, WandX,WAND,"121,581",0.009930,380,-0.3,5.42,5.42,Singapore,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.9,Trading,Wandx,ICO,2017-11-22 12:00:00,2017-10-22 12:00:00,31 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.7096,0.022,0.973,0.005,1
1438, EventChain,EVC,"121,453",0.003886,"3,589",-0.54,-9.81,-4.29,Canada,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.4,Trading,EventChain,ICO,2017-10-14 19:00:00,2017-09-13 19:00:00,31 days 00:00:00.000000000,0 days 00:00:00.000000000,0.12323333333333335,0.00933333333333333,0.979,0.011666666666666669,3
1439, Transcodium,TNS,"120,322",0.002055,"101,861",-0.15,-5.91,-35.22,United Kingdom,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Trading,Transcodium,ICO,2018-04-30 00:00:00,2018-03-01 00:00:00,60 days 00:00:00.000000000,0 days 00:00:00.000000000,0.9987,0.025,0.872,0.103,1
1451, Sp8de,SPX,"115,599",0.000015,100,-0.13,163.44,94.44,British Indian Ocean Territory,Ethereum,2018-02-08 00:00:00,2018-01-08 00:00:00,5.0,Closed,Sp8de,ICO,2018-03-11 00:00:00,2018-02-08 00:00:00,31 days 00:00:00.000000000,31 days 00:00:00.000000000,0.91675,0.02975,0.88775,0.08249999999999999,4
1458, Auctus,AUC,"114,514",0.003837,34,-0.05,-4.31,7.09,,,2017-09-28 03:00:00,2017-09-28 03:00:00,1.3,Unknown,AUcoin,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.2124,0.0415,0.9245,0.03375,4
1470, Paymon,PMNT,"106,171",0.000174,34,-0.2,86.08,-6.05,Estonia,Ethereum,2018-03-30 18:00:00,2018-03-27 18:00:00,5.0,Closed,Paymon,ICO,2018-06-13 18:00:00,2018-05-10 18:00:00,34 days 00:00:00.000000000,3 days 00:00:00.000000000,0.0,0.0,0.0,0.0,0
1472, Rentberry,BERRY,"104,776",0.000348,"1,348",-0.2,-11.73,-13.68,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.4,Closed,Rentberry,ICO,2018-03-01 04:59:00,2017-12-05 00:00:00,86 days 04:59:00.000000000,0 days 00:00:00.000000000,0.0,0.0,0.0,0.0,0
1474, Advanced Tech...,ARC,"104,745",0.003735,224,0.45,0.61,8.03,United States of America,,2017-09-28 03:00:00,2017-09-28 03:00:00,2.4,Trading,Arcade City,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.6997900000000002,0.10849000000000003,0.03884999999999998,0.85257,100
1478, BlueCoin,BLU,"101,497",0.000177,0,0.0,0.0,-4.57,United States of America,Ethereum,2018-05-15 00:00:00,2018-03-15 00:00:00,4.6,Closed,Blupass,ICO,2018-10-15 00:00:00,2018-05-15 00:00:00,153 days 00:00:00.000000000,61 days 00:00:00.000000000,0.13326666666666667,0.07933333333333334,0.06333333333333334,0.8576666666666667,3
1480, Etheera,ETA,"100,589",0.000014,28,0.0,6.79,-34.76,Switzerland,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.8,Closed,Etheera,ICO,2018-06-03 10:00:00,2018-02-10 10:00:00,113 days 00:00:00.000000000,0 days 00:00:00.000000000,0.66075,0.069,0.8190000000000001,0.112,2
1489, MyBit,MYB,"95,994",0.000624,263,-0.18,3.03,-2.9,Switzerland,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.1,Trading,MyBit,ICO,2017-08-15 13:49:05,2017-07-17 23:40:00,28 days 14:09:05.000000000,0 days 00:00:00.000000000,0.0,0.0,0.0,0.0,0
1494, AVINOC,AVINOC,"94,259",0.000242,0,0.0,0.0,0.0,Hong Kong,Ethereum,2018-07-15 23:59:00,2018-06-20 00:00:00,4.8,Closed,AVINOC,ICO,2018-07-31 00:00:00,2018-07-15 23:59:00,15 days 00:01:00.000000000,25 days 23:59:00.000000000,0.0,0.0,0.0,0.0,0
1500, BLOC.MONEY,BLOC,"90,375",0.007295,69,-0.2,-2.45,0.24,China,Own Blockchain,2017-09-28 03:00:00,2017-09-28 03:00:00,4.3,Closed,Blockcloud,ICO,2018-10-18 04:00:00,2018-10-11 04:00:00,7 days 00:00:00.000000000,0 days 00:00:00.000000000,0.6785857142857142,0.09157142857142857,0.03571428571428571,0.8727142857142856,7
1503, Bonpay,BON,"89,232",0.007903,"1,758",-1.28,1.1,-5.13,United Kingdom,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.9,Closed,Bonpay,ICO,2017-11-28 14:00:00,2017-10-31 14:00:00,28 days 00:00:00.000000000,0 days 00:00:00.000000000,0.009099999999999995,0.0625,0.865,0.07250000000000001,2
1514, BitRewards,BIT,"85,892",0.000251,"5,481",-0.13,1.72,6.95,Singapore,Ethereum,2018-03-31 00:00:00,2018-01-12 00:00:00,4.8,Closed,BitRewards,ICO,2018-05-31 00:00:00,2018-04-09 00:00:00,52 days 00:00:00.000000000,78 days 00:00:00.000000000,0.5716070000000001,0.09175,0.0371,0.8611000000000008,100
1517, Adelphoi,ADL,"84,588",0.004082,192,0.09,-1.22,13.22,Czech Republic,Nxt,2017-09-28 03:00:00,2017-09-28 03:00:00,3.9,Trading,Adelphoi,ICO,2017-05-31 12:00:00,2017-05-01 12:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.09149999999999996,0.019,0.9665,0.014000000000000002,2
